form	lemma	POS	morph
penre	prẹndre	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
vin	viṉ	NOMcom	NOMB.=s|GENRE=m|CAS=r
trobet	trobar	VERppe	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
raust	raust2	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
pan	paṉ	NOMcom	MORPH=empty
tenre	tẹndre2	NOMcom	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
que	que2	CONsub	MORPH=empty
-s	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
disnavan	dinar	VERppa	NOMB.=x|GENRE=x|CAS=x
sieu	sęu	VERppe	NOMB.=s|GENRE=m|CAS=n
donzel	donsęl	VERppe	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	_
sos	sos	PRE	MORPH=empty
hostes	ǫste	NOMpro	NOMB.=s|GENRE=m|CAS=n
er'	ęser	ADVgen	DEGRE=-
anatz	anar	VERppe	NOMB.=s|GENRE=m|CAS=n
ab	ab	NOMcom	MORPH=empty
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
e	e	CONcoo	MORPH=empty
preguet	pregar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lo	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
fort	fǫrt	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
que	que	CONsub	MORPH=empty
manjes	manjar	NOMcom	NOMB.=s|GENRE=m|CAS=n
sol	sọl2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
un	uṉ	DETndf	NOMB.=s|GENRE=m|CAS=r
petit	petit	ADJqua	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ans	anz	NOMcom	DEGRE=-
ques	que	DETint	NOMB.=s|GENRE=m|CAS=n
anes	anar	NOMcom	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	_
«	«	PONpga	MORPH=empty
hostes	ǫste	NOMpro	NOMB.=s|GENRE=m|CAS=n
»	»	PONpdr	MORPH=empty
,	,	PONfbl	_
fai	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	_
«	«	PONpga	MORPH=empty
no	nọṉ	NOMcom	MORPH=empty
-m	me	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
vol	volẹr	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
disnar	dinar	VERinf	MORPH=empty
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
trop	trǫp2	ADVgen	DEGRE=-
poiria	podẹr 	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
demorar	demorar	VERinf	MORPH=empty
,	,	PONfbl	_
mas	mais	CONcoo	MORPH=empty
aquist	aquẹst	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
donzel	donsęl	VERppe	NOMB.=s|GENRE=m|CAS=r
son	ęser	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
toset	tozẹt	VERppe	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
devon	devẹr	PRE	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
manjar	manjar	NOMpro	MORPH=empty
matinet	matinẹt	VERcjg	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	_
que	que	CONsub	MORPH=empty
non	nọṉ	NOMcom	MORPH=empty
es	ęser	PRE.DETdef	DEGRE=-
vergoina	vergọnha	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
onta	anta2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
»	»	PONpdr	MORPH=empty
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
hoste	ǫste	NOMpro	NOMB.=s|GENRE=f|CAS=r
saluda	saludar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
pois	pǫis 	ADVgen	DEGRE=-
monta	montar 	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
met	mẹtre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	ẹn	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
via	via	VERcjg	MODE=imp|PERS.=2|NOMB.=s
primiers	primier	PROord	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
ostes	ǫste	NOMpro	NOMB.=s|GENRE=m|CAS=n
ajuda	ajudar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ls	los2	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=n
escudiers	escudier	NOMcom	NOMB.=s|GENRE=m|CAS=n
entro	entro	ADVgen	DEGRE=-
que	que2	CONsub	MORPH=empty
tut	tọt	ADVgen	NOMB.=s|GENRE=m|CAS=n
foron	ęser	NOMcom	NOMB.=p|GENRE=m|CAS=n
montat	montar 	VERcjg	NOMB.=s|GENRE=m|CAS=r
;	;	PONfbl	_
lur	lor	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
senor	senhọr	NOMcom	MORPH=empty
segon	sęgre	NOMcom	NOMB.=s|GENRE=m|CAS=r
abrivat	abrivat	VERcjg	NOMB.=s|GENRE=m|CAS=n
entro	entro	ADVgen	DEGRE=-
que	que	CONsub	MORPH=empty
foron	ęser	NOMcom	NOMB.=p|GENRE=m|CAS=n
pres	pręs	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
lui	lui	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
.	.	PONfrt	_
ancara	ancar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
non	nọṉ	NOMcom	MORPH=empty
troban	trobar 	NOMpro	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
cui	qui	PROdem	NOMB.=s|GENRE=m|CAS=n
demandon	demandar	ADVgen	DEGRE=-
via	via	VERcjg	MODE=imp|PERS.=2|NOMB.=s
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
semdier	semdier	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
il	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
eran	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=r
tut	tọt	ADVgen	NOMB.=s|GENRE=m|CAS=n
li	li	DETdef	NOMB.=s|GENRE=m|CAS=n
primier	primier	ADJord	NOMB.=p|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
vila	vila	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
donc	dọn2	ADVgen	DEGRE=-
ission	eisir	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
pero	pero	NOMcom	NOMB.=s|GENRE=m|CAS=n
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
via	via	VERcjg	MODE=imp|PERS.=2|NOMB.=s
ben	bẹṉ	ADVgen	DEGRE=p
sabion	saber	NOMcom	NOMB.=p|GENRE=m|CAS=n
car	car3	CONcoo	MORPH=empty
passat	pasar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
n'	ẹn3	ADVneg	MORPH=empty
eron	ęser	VERppe	NOMB.=s|GENRE=m|CAS=r
autra	autre	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
ves	vẹtz	NOMcom	PERS.=3|NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	_
guillems	Guillems	NOMcom	NOMB.=s|GENRE=m|CAS=n
vai	anar	VERcjg	MODE=imp|PERS.=2|NOMB.=s
pensant	pensar	ADJqua	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
be	bẹṉ	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
-il	li3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
les	ęser	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
negus	neguṉ	VERppe	NOMB.=s|GENRE=m|CAS=n
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
mot	mot	ADVgen	DEGRE=-
no	nọṉ	NOMcom	MORPH=empty
li	lo3	DETdef	NOMB.=s|GENRE=m|CAS=n
sona	sonar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
a	a2	PRE	MORPH=empty
borbo	Borbo	NOMcom	NOMB.=p|GENRE=m|CAS=n
venc	venir	NOMcom	NOMB.=s|GENRE=m|CAS=n
ad	a2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ora	ọra	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
nona	non	ADVneg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
quis	quęrre	PROrel.PROper	NOMB.=s|GENRE=m|CAS=n
tot	tọt	ADVgen	NOMB.=s|GENRE=n|CAS=r
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
meillor	melhọr	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=c
ostal	ostal	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
-l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
plus	plus	ADVgen	DEGRE=-
pros	prọ3	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
-l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
plus	plus	ADVgen	DEGRE=-
leial	leial	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
;	;	PONfbl	_
et	e	CONcoo	MORPH=empty
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
li	lo3	DETdef	NOMB.=s|GENRE=m|CAS=n
dis	dire	NOMcom	NOMB.=p|GENRE=m|CAS=n
qu'	que2	CONsub	MORPH=empty
en	ẹn2	PRE	MORPH=empty
peire	Peire	NOMcom	NOMB.=s|GENRE=m|CAS=n
gui	Gui	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
si	si	ADVgen	DEGRE=-
con	cọm	NOMcom	MORPH=empty
-s	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
pessavon	pensar	NOMpro	NOMB.=s|GENRE=m|CAS=n
sieu	siei	VERppe	NOMB.=s|GENRE=m|CAS=n
vezi	veziṉ	VERcjg	MODE=imp|PERS.=2|NOMB.=s
,	,	PONfbl	_
era	ęser	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
-l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
plus	plus	ADVgen	DEGRE=-
pros	prọ3	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
vila	vila	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
;	;	PONfbl	_
sa	sa	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
moller	molhęr	VERinf	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
nom	nọm	NOMcom	MORPH=empty
bellapila	Bellapila	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
ben	bẹṉ	ADVgen	DEGRE=p
fon	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
-l	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
mostret	mostrar	VERppe	NOMB.=s|GENRE=m|CAS=n
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
maison	maizọṉ	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	_
a	a2	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
porta	pǫrta	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
laz	latz2	ADVgen	DEGRE=-
un	uṉ	DETndf	NOMB.=s|GENRE=m|CAS=r
peiron	peirọṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
sec	sęgre	PRE	MORPH=empty
le	lo2	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r
pros	prọ3	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
oms	ọme 	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
quant	can	CONsub	MORPH=empty
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
vi	vezẹr	VERcjg	MODE=imp|PERS.=2|NOMB.=s
guillem	Guillem	NOMcom	NOMB.=s|GENRE=m|CAS=n
venir	venir	VERinf	MORPH=empty
,	,	PONfbl	_
em	ẹn	ADVgen	DEGRE=-
pes	pę	ADVgen	DEGRE=-
salli	salhir	ADVgen	DEGRE=-
;	;	PONfbl	_
gen	gẹn2	NOMcom	PERS.=1|NOMB.=s|GENRE=m|CAS=n
lo	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
saluda	saludar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
acoil	aculhir	VERppe	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	_
«	«	PONpga	MORPH=empty
sener	senhọr	VERinf	MORPH=empty
»	»	PONpdr	MORPH=empty
,	,	PONfbl	_
fai	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	_
«	«	PONpga	MORPH=empty
albergar	albergar	NOMpro	NOMB.=s|GENRE=m|CAS=n
voil	volẹr	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ab	ab	NOMcom	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	_
si	si	ADVgen	DEGRE=-
-us	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
plas	plazẹr	ADVgen	DEGRE=-
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
es	ęser	PRE.DETdef	DEGRE=-
bel	bęl	ADVgen	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	_
quar	car3	CONcoo	MORPH=empty
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
m'	mi	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
a	avẹr	PRE	MORPH=empty
dig	dich	NOMpro	NOMB.=s|GENRE=m|CAS=n
qu'	que2	CONsub	MORPH=empty
en	ẹn	PRE	MORPH=empty
cest	cẹst	DETdem	NOMB.=s|GENRE=m|CAS=r
castel	castęl	NOMcom	NOMB.=s|GENRE=m|CAS=r
non	nọṉ	NOMcom	MORPH=empty
a	avẹr	PRE	MORPH=empty
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r
home	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
tan	tan	ADVgen	DEGRE=-
valen	valẹn	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
cavallier	cavalier	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
borzes	borgẹs	NOMcom	NOMB.=s|GENRE=m|CAS=n
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
serven	sirvẹn	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
»	»	PONpdr	MORPH=empty
«	«	PONpga	MORPH=empty
sener	senhọr	VERinf	MORPH=empty
»	»	PONpdr	MORPH=empty
,	,	PONfbl	_
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
dis	dire	NOMcom	NOMB.=p|GENRE=m|CAS=n
som	sọṉ2	PRE	MORPH=empty
voler	volẹr	VERinf	MORPH=empty
,	,	PONfbl	_
mais	mais	CONcoo	MORPH=empty
aitan	aitan	NOMcom	NOMB.=s|GENRE=f|CAS=r
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
fas	faire	NOMcom	NOMB.=s|GENRE=m|CAS=n
ieu	eu	VERppe	NOMB.=s|GENRE=m|CAS=r
saber	saber	VERinf	MORPH=empty
que	que2	CONsub	MORPH=empty
ja	ja	ADVgen	DEGRE=-
daus	deves	NOMcom	NOMB.=s|GENRE=m|CAS=n
mi	mi	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
no	nọṉ	NOMcom	MORPH=empty
-us	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
vengr'	venir	NOMcom	NOMB.=s|GENRE=m|CAS=n
afans	afan	NOMcom	NOMB.=p|GENRE=m|CAS=n
si	si	ADVgen	DEGRE=-
albergavatz	albergar	NOMpro	NOMB.=s|GENRE=m|CAS=n
neis	nẹis	VERppe	NOMB.=s|GENRE=m|CAS=n
10	@num@	PROper	MORPH=empty
ans	an	NOMcom	DEGRE=-
;	;	PONfbl	_
e	e	CONcoo	MORPH=empty
ve	vezẹr	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
-us	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
ostals	ostal	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
maisons	maizọṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
vostre	vǫstre	DETpos	PERS.=2|NOMB.=p|GENRE=m|CAS=n
plazer	plazẹr2	NOMcom	NOMB.=s|GENRE=m|CAS=n
em	ab	ADVgen	DEGRE=-
perdons	perdọṉ	VERppe	NOMB.=p|GENRE=m|CAS=n
;	;	PONfbl	_
pro	prọ	PRE	DEGRE=-
i	i	PROadv	MORPH=empty
a	avẹr	PRE	MORPH=empty
estables	estable	VERppe	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
soliers	solier	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
cambras	cambra	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
100	@num@	VERppe	NOMB.=s|GENRE=f|CAS=r
cavalliers	cavalier	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
sener	senhọr	VERinf	MORPH=empty
,	,	PONfbl	_
merces	mercẹ	NOMcom	NOMB.=p|GENRE=f|CAS=r
»	»	PONpdr	MORPH=empty
;	;	PONfbl	_
ab	ab	NOMcom	MORPH=empty
tan	tan	ADVgen	DEGRE=-
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
alberga	albergar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
s'	sa	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
osta	ǫsta	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
non	nọṉ	NOMcom	MORPH=empty
semblet	semblar	VERppe	NOMB.=s|GENRE=m|CAS=r
ges	gẹns	NOMcom	MORPH=empty
ramberga	Ramberga	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
ans	anz	NOMcom	DEGRE=-
fon	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=r
bella	bęl	ADVgen	DEGRE=-
domna	dọmna	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
teira	tęira	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
eissirnida	eisernir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
presenteira	prezentier	NOMpro	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
saup	saber	NOMcom	NOMB.=s|GENRE=m|CAS=r
ben	bẹṉ	ADVgen	DEGRE=p
parlar	parlar	VERinf	MORPH=empty
bergono	Burgonhon	NOMpro	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	_
frances	francẹs	NOMpro	NOMB.=p|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
ties	ties	ADJind	NOMB.=p|GENRE=f|CAS=r
e	e	CONcoo	MORPH=empty
breto	breton	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
e	e	CONcoo	MORPH=empty
quan	can	CONsub	MORPH=empty
vi	vezẹr	VERcjg	MODE=imp|PERS.=2|NOMB.=s
guillem	Guillem	NOMcom	NOMB.=s|GENRE=m|CAS=n
aitan	aitan	NOMcom	NOMB.=s|GENRE=f|CAS=r
gent	gẹn2	NOMcom	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	_
tan	tan	ADVgen	DEGRE=-
bel	bęl	ADVgen	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	_
tan	tan	ADVgen	DEGRE=-
gran	gran 	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	_
tan	tan	ADVgen	DEGRE=-
covinent	convenir 	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
,	,	PONfbl	_
penset	pensar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
si	si2	ADVgen	DEGRE=-
ben	bẹṉ	ADVgen	DEGRE=p
que	que2	CONsub	MORPH=empty
fos	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=n
rics	ric	NOMcom	NOMB.=p|GENRE=m|CAS=n
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
desempre	desẹmpre	NOMcom	MORPH=empty
demandet	demandar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
so	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
nom	nọm	NOMcom	MORPH=empty
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
dis	dire	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	_
ausen	auzir	NOMpro	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	_
sos	sọṉ2	PRE	MORPH=empty
donzellos	donseloṉ	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
:	:	PONfbl	_
«	«	PONpga	MORPH=empty
domna	dọmna	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
guillems	Guillems	NOMcom	NOMB.=s|GENRE=m|CAS=n
ha	avẹr	INJ	MORPH=empty
nom	nọm	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
pros	prọ3	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
.	.	PONfrt	_
»	»	PONpdr	MORPH=empty
«	«	PONpga	MORPH=empty
sener	senhọr	VERinf	MORPH=empty
,	,	PONfbl	_
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
sias	ęser	VERppe	NOMB.=s|GENRE=m|CAS=n
ben	bẹṉ	ADVgen	DEGRE=p
vengutz	venir	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
em	ẹn	ADVgen	DEGRE=-
pauc	pauc	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
tems	tẹmps	NOMpro	NOMB.=s|GENRE=m|CAS=n
est	ęser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fort	fǫrt	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
cregutz	crẹiser	VERppe	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
anc	anc	ADVgen	DEGRE=-
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
non	nọṉ	NOMcom	MORPH=empty
vi	vezẹr	VERcjg	MODE=imp|PERS.=2|NOMB.=s
,	,	PONfbl	_
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
eicient	esciẹn	VERcjg	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	_
homen	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
tan	tan	ADVgen	DEGRE=-
gran	gran 	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
de	de	PRE	MORPH=empty
tal	tal	ADVgen	NOMB.=s|GENRE=m|CAS=r
jovent	jọveṉ	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
;	;	PONfbl	_
ben	bẹṉ	ADVgen	DEGRE=p
aia	avẹr	VERcjg	MORPH=empty
-l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
maire	maire	NOMcom	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
-us	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
portet	portar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
-us	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
noiri	noirir	NOMcom	NOMB.=s|GENRE=m|CAS=r
ni	ni	ADVneg	NOMB.=s|GENRE=m|CAS=n
-us	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
alajet	alachar	NOMpro	NOMB.=s|GENRE=m|CAS=n
!	!	PONfrt	_
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
non	nọṉ	NOMcom	MORPH=empty
es	ęser	PRE.DETdef	DEGRE=-
ges	gẹns	NOMcom	MORPH=empty
ancar	ancar	ADVgen	MORPH=empty
disnat	dinar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
sains	saïns	ADJqua	NOMB.=s|GENRE=m|CAS=n
es	ęser	PRE.DETdef	DEGRE=-
tot	tọt	ADVgen	NOMB.=s|GENRE=n|CAS=r
adobat	adobar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
de	de	PRE	MORPH=empty
fora	fǫrs	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
venc	venir	NOMcom	NOMB.=s|GENRE=m|CAS=n
